Code gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;Agence gare;Région SNCF;Unité gare;UT;Nbre plateformes;N° plateforme;Intitulé plateforme;Code postal;Commune;Département - Commune;Département;Région;Longitude WGS84;Latitude WGS84;Code UIC;TVS;Segment DRG;Niveau de service;SOP;RG;Date fin validité plateforme;WGS 84
02010;Les Clairières de Verneuil;Les Clairières de Verneuil;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Les Clairières de Verneuil;78480;Verneuil-sur-Seine;78-642;Yvelines;Île-de-France;1.955265;48.9922407;0087386664;KVE;b;;;;;48.9922407, 1.955265
02015;Maisons-Laffitte;Maisons-Laffitte;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Maisons-Laffitte;78600;Maisons-Laffitte;78-358;Yvelines;Île-de-France;2.1443153;48.9456394;0087386425;MLF;b;;;;;48.9456394, 2.1443153
02016;Sartrouville;Sartrouville;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Sartrouville;78500;Sartrouville;78-586;Yvelines;Île-de-France;2.1575173;48.9379523;0087386417;SVL;b;;;;;48.9379523, 2.1575173
02039;Le Val d'Or;Le Val d'Or;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Le Val d'Or;92210;Saint-Cloud;92-064;Hauts-de-Seine;Île-de-France;2.21636;48.85645;0087382366;VDO;b;;;;;48.85645, 2.21636
02044;Garches - Marnes-la-Coquette;Garches - Marnes-la-Coquette;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Garches - Marnes-la-Coquette;92380;Garches;92-033;Hauts-de-Seine;Île-de-France;2.18692;48.83839;0087382259;GMC;b;;;;;48.83839, 2.18692
02054;Meulan - Hardricourt;Meulan - Hardricourt;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Meulan - Hardricourt;78250;Hardricourt;78-299;Yvelines;Île-de-France;1.90213;49.00564;0087381830;MHD;b;;;;;49.00564, 1.90213
02058;Val d'Argenteuil;Val d'Argenteuil;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Val d'Argenteuil;95100;Argenteuil;95-018;Val-d'Oise;Île-de-France;2.23088;48.95042;0087381798;VDA;b;;;;;48.95042, 2.23088
02059;Nézel - Aulnay;Nézel - Aulnay;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Nézel - Aulnay;78410;Nézel;78-451;Yvelines;Île-de-France;1.8405298;48.9387638;0087381731;NZL;c;;;;;48.9387638, 1.8405298
02075;Conflans Fin d'Oise;Conflans Fin d'Oise;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Conflans Fin d'Oise;78700;Conflans-Sainte-Honorine;78-172;Yvelines;Île-de-France;2.07465;48.98931;0087381459;CFD;b;;;;;48.98931, 2.07465
02085;Chars;Chars;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Chars;95750;Chars;95-142;Val-d'Oise;Île-de-France;1.93671;49.16268;0087381194;CHR;b;;;;;49.16268, 1.93671
02093;Pont Cardinet;Pont Cardinet;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Pont Cardinet;75017;Paris;75-056;Paris;Île-de-France;2.31425;48.88755;0087381111;PTC;b;;;;;48.88755, 2.31425
02094;Le Stade;Le Stade;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Le Stade;92700;Colombes;92-025;Hauts-de-Seine;Île-de-France;2.26056;48.93093;0087381095;LSD;b;;;;;48.93093, 2.26056
02100;Péreire Levallois;Péreire Levallois;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Péreire Levallois;75017;Paris;75-056;Paris;Île-de-France;2.2979465;48.8853581;0087381012;PRR;b;;;;;48.8853581, 2.2979465
02426;Haussmann Saint-Lazare;Haussmann Saint-Lazare;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Haussmann Saint-Lazare;75009;Paris;75-056;Paris;Île-de-France;2.32862;48.87478;0087281899;HSL;b;;;;;48.87478, 2.32862
02459;Bessancourt;Bessancourt;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Bessancourt;95550;Bessancourt;95-060;Val-d'Oise;Île-de-France;2.21004;49.03576;0087276642;BSR;b;;;;;49.03576, 2.21004
02460;Taverny;Taverny;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Taverny;95150;Taverny;95-607;Val-d'Oise;Île-de-France;2.22187;49.02536;0087276634;TVY;b;;;;;49.02536, 2.22187
02463;Saint-Leu-la-Forêt;Saint-Leu-la-Forêt;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Saint-Leu-la-Forêt;95320;Saint-Leu-la-Forêt;95-563;Val-d'Oise;Île-de-France;2.24264;49.01571;0087276600;SLF;b;;;;;49.01571, 2.24264
02466;Luzarches;Luzarches;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Luzarches;95270;Luzarches;95-352;Val-d'Oise;Île-de-France;2.42074;49.11719;0087276576;LUZ;b;;;;;49.11719, 2.42074
02469;Auvers-sur-Oise;Auvers-sur-Oise;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Auvers-sur-Oise;95430;Auvers-sur-Oise;95-039;Val-d'Oise;Île-de-France;2.17526;49.07062;0087276543;AUW;b;;;;;49.07062, 2.17526
02470;Valmondois;Valmondois;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Valmondois;95430;Butry-sur-Oise;95-120;Val-d'Oise;Île-de-France;2.20238;49.09182;0087276535;VMD;b;;;;;49.09182, 2.20238
02475;Bouffémont - Moisselles;Bouffémont - Moisselles;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Bouffémont - Moisselles;95570;Bouffémont;95-091;Val-d'Oise;Île-de-France;2.32272;49.04514;0087276485;BOF;b;;;;;49.04514, 2.32272
02496;Les Noues;Les Noues;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Les Noues;95190;Goussainville;95-280;Val-d'Oise;Île-de-France;2.47633;49.03234;0087276238;LNX;b;;;;;49.03234, 2.47633
02503;Chaponval;Chaponval;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Chaponval;95430;Auvers-sur-Oise;95-039;Val-d'Oise;Île-de-France;2.1423781;49.0694825;0087276162;CPW;c;;;;;49.0694825, 2.1423781
02506;Pontoise;Pontoise;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Pontoise;95300;Pontoise;95-500;Val-d'Oise;Île-de-France;2.09545;49.04709;0087276139;PSE;b;;;;;49.04709, 2.09545
02513;Ermont - Eaubonne;Ermont - Eaubonne;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;2;2;Ermont - Eaubonne Ligne J;95120;Ermont;95-219;Val-d'Oise;Île-de-France;2.27176;48.98032;0087534131;ERT_PSL;b;;;;;48.98032, 2.27176
02515;Enghien-les-Bains;Enghien-les-Bains;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Enghien-les-Bains;95880;Enghien-les-Bains;95-210;Val-d'Oise;Île-de-France;2.30699;48.97309;0087276022;ENK;b;;;;;48.97309, 2.30699
02552;La Courneuve - Aubervilliers;La Courneuve - Aubervilliers;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;La Courneuve - Aubervilliers;93120;Courneuve;93-027;Seine-Saint-Denis;Île-de-France;2.38443;48.92420;0087271304;ALC;b;;;;;48.9242, 2.38443
02554;Gennevilliers;Gennevilliers;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Gennevilliers;92230;Gennevilliers;92-036;Hauts-de-Seine;Île-de-France;2.30699;48.93368;0087271205;GEN;b;;;;;48.93368, 2.30699
02556;Pierrefitte - Stains;Pierrefitte - Stains;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Pierrefitte - Stains;93380;Pierrefitte-sur-Seine;93-059;Seine-Saint-Denis;Île-de-France;2.37213;48.96409;0087271163;PRF;b;;;;;48.96409, 2.37213
03012;Couilly - Saint-Germain - Quincy;Couilly - Saint-Germain - Quincy;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Couilly - Saint-Germain - Quincy;77860;Saint-Germain-sur-Morin;77-413;Seine-et-Marne;Île-de-France;2.854057;48.8830205;0087116731;CYQ;c;;;;;48.8830205, 2.854057
03033;Faremoutiers - Pommeuse;Faremoutiers - Pommeuse;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Faremoutiers - Pommeuse;77515;Pommeuse;77-371;Seine-et-Marne;Île-de-France;2.993109;48.808494;0087116277;FMP;b;;;;;48.808494, 2.993109
03039;Provins;Provins;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Provins;77160;Provins;77-379;Seine-et-Marne;Île-de-France;3.302822;48.555770;0087116160;PRO;b;;;;;48.55577, 3.302822
03040;Longueville;Longueville;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Longueville;77650;Longueville;77-260;Seine-et-Marne;Île-de-France;3.249822;48.513703;0087116137;LON;b;;;;;48.513703, 3.249822
03053;Allée de la Tour Rendez-Vous;Allée de la Tour Rendez-Vous;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Allée de la Tour Rendez-Vous;93320;Villemomble;93-077;Seine-Saint-Denis;Île-de-France;2.506475;48.897109;0087113878;AET;b;;;;;48.897109, 2.506475
03057;Les Yvris Noisy-le-Grand;Les Yvris Noisy-le-Grand;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Les Yvris Noisy-le-Grand;93160;Noisy-le-Grand;93-051;Seine-Saint-Denis;Île-de-France;2.579828;48.823182;0087113803;LYV;b;;;;;48.823182, 2.579828
03058;Villiers-sur-Marne - Le Plessis-Trévise;Villiers-sur-Marne - Le Plessis-Trévise;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Villiers-sur-Marne - Le Plessis-Trévise;94350;Villiers-sur-Marne;94-079;Val-de-Marne;Île-de-France;2.541761;48.823039;0087113795;VSM;b;;;;;48.823039, 2.541761
03062;Rosny-sous-Bois;Rosny-sous-Bois;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Rosny-sous-Bois;93110;Rosny-sous-Bois;93-064;Seine-Saint-Denis;Île-de-France;2.48559;48.87099;0087113704;RSB;b;;;;;48.87099, 2.48559
03072;Marne-la-Vallée Chessy;Marne-la-Vallée Chessy;Oui;Non;AG Ile-de-France;REGION DE PARIS-SUD-EST;UG Paris-Est;;1;1;Marne-la-Vallée Chessy;77111;Chessy;77-111;Seine-et-Marne;Île-de-France;2.782720;48.869856;0087111849;MLV;a;3;;;;48.869856, 2.78272
00001;Lycée Henri Sellier;Lycée Henri Sellier;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Lycée Henri Sellier;93190;Livry-Gargan;93-046;Seine-Saint-Denis;Île-de-France;2.51504;48.91646;0087988717;LHS;b;;;;;48.91646, 2.51504
01436;Paris Austerlitz;Paris Austerlitz;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;UG Paris Austerlitz;;2;1;Paris Austerlitz;75013;Paris;75-056;Paris;Île-de-France;2.364891;48.842285;0087547000;PAZ;a;3;;;;48.842285, 2.364891
01436;Paris Austerlitz;Paris Austerlitz;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;UG Paris Austerlitz;;2;2;Paris Austerlitz Souterrain;75013;Paris;75-056;Paris;Île-de-France;2.364891;48.842285;0087547026;PAZ_TRANS;b;2;;;;48.842285, 2.364891
01439;Les Saules;Les Saules;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Les Saules;94310;Orly;94-054;Val-de-Marne;Île-de-France;2.4173660;48.7454924;0087546226;LSW;b;;;;;48.7454924, 2.417366
01447;Dourdan;Dourdan;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Dourdan;91410;Dourdan;91-200;Essonne;Île-de-France;2.009643;48.533466;0087545525;DHY;b;;;;;48.533466, 2.009643
01448;Sermaise;Sermaise;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Sermaise;91530;Sermaise;91-593;Essonne;Île-de-France;2.06865;48.53536;0087545517;SXE;b;;;;;48.53536, 2.06865
01462;Juvisy;Juvisy;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Juvisy;91260;Juvisy-sur-Orge;91-326;Essonne;Île-de-France;2.38267;48.68917;0087545244;JYS;b;;;;;48.68917, 2.38267
01466;Saint-Michel-sur-Orge;Saint-Michel-sur-Orge;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Saint-Michel-sur-Orge;91240;Saint-Michel-sur-Orge;91-570;Essonne;Île-de-France;2.306632;48.635479;0087545202;SHO;b;;;;;48.635479, 2.306632
01467;Brétigny;Brétigny;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Brétigny;91220;Brétigny-sur-Orge;91-103;Essonne;Île-de-France;2.302378;48.606683;0087545194;BYR;b;;;;;48.606683, 2.302378
01469;Bouray;Bouray;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Bouray;91850;Lardy;91-330;Essonne;Île-de-France;2.290596;48.533149;0087545178;BSO;b;;;;;48.533149, 2.290596
01472;Étréchy;Étréchy;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Étréchy;91580;Étréchy;91-226;Essonne;Île-de-France;2.194323;48.493727;0087545145;ETY;b;;;;;48.493727, 2.194323
01832;Rosny-sur-Seine;Rosny-sur-Seine;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Rosny-sur-Seine;78710;Rosny-sur-Seine;78-531;Yvelines;Île-de-France;1.630090;48.997287;0087415885;RSS;b;;;;;48.997287, 1.63009
01944;Trappes;Trappes;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Trappes;78190;Trappes;78-621;Yvelines;Île-de-France;2.0066335;48.7751158;0087393835;TVO;b;;;;;48.7751158, 2.0066335
01960;Jouy-en-Josas;Jouy-en-Josas;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Jouy-en-Josas;78350;Jouy-en-Josas;78-322;Yvelines;Île-de-France;2.1635294;48.7650042;0087393512;JAS;b;;;;;48.7650042, 2.1635294
01961;Petit Jouy Les Loges;Petit Jouy Les Loges;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Petit Jouy Les Loges;78350;Jouy-en-Josas;78-322;Yvelines;Île-de-France;2.1470148;48.7709430;0087393504;PJZ;b;;;;;48.770943, 2.1470148
01964;Houdan;Houdan;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Houdan;78550;Houdan;78-310;Yvelines;Île-de-France;1.6027371;48.7958005;0087393462;HOA;b;;;;;48.7958005, 1.6027371
01977;Les Essarts-le-Roi;Les Essarts-le-Roi;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Les Essarts-le-Roi;78690;Essarts-le-Roi;78-220;Yvelines;Île-de-France;1.8904047;48.7217171;0087393280;LSI;b;;;;;48.7217171, 1.8904047
01978;Coignières;Coignières;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Coignières;78310;Coignières;78-168;Yvelines;Île-de-France;1.920809;48.7437672;0087393272;CGW;b;;;;;48.7437672, 1.920809
01981;Viroflay Rive Gauche;Viroflay Rive Gauche;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Viroflay Rive Gauche;78220;Viroflay;78-686;Yvelines;Île-de-France;2.1711466;48.800517;0087393215;VFG;b;;;;;48.800517, 2.1711466
01988;Meudon;Meudon;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Meudon;92190;Meudon;92-048;Hauts-de-Seine;Île-de-France;2.2410999;48.8147527;0087393108;MDN;b;;;;;48.8147527, 2.2410999
01989;Meudon Val Fleury;Meudon Val Fleury;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Meudon Val Fleury;92190;Meudon;92-048;Hauts-de-Seine;Île-de-France;2.2409045;48.8079884;0087393082;MFY;b;;;;;48.8079884, 2.2409045
01994;Invalides;Invalides;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Invalides;75007;Paris;75-056;Paris;Île-de-France;2.3150151;48.8619133;0087393033;INV;b;;;;;48.8619133, 2.3150151
01995;Versailles Chantiers;Versailles Chantiers;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Versailles Chantiers;78000;Versailles;78-646;Yvelines;Île-de-France;2.1358827;48.7958264;0087393009;VCR;b;;;;;48.7958264, 2.1358827
01997;Vanves - Malakoff;Vanves - Malakoff;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Vanves - Malakoff;92170;Vanves;92-075;Hauts-de-Seine;Île-de-France;2.2920988;48.8181959;0087391532;VMK;b;;;;;48.8181959, 2.2920988
02008;Aubergenville Élisabethville;Aubergenville Élisabethville;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Aubergenville Élisabethville;78410;Aubergenville;78-029;Yvelines;Île-de-France;1.8484987;48.971825;0087386730;AEH;b;;;;;48.971825, 1.8484987
02012;Villennes-sur-Seine;Villennes-sur-Seine;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Villennes-sur-Seine;78670;Villennes-sur-Seine;78-672;Yvelines;Île-de-France;1.9993185;48.9394602;0087386649;VSW;b;;;;;48.9394602, 1.9993185
02019;Les Vallées;Les Vallées;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Les Vallées;92250;Bois-Colombes;92-009;Hauts-de-Seine;Île-de-France;2.257909;48.913408;0087386300;LWA;b;;;;;48.913408, 2.257909
02020;Achères Grand Cormier;Achères Grand Cormier;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Achères Grand Cormier;78100;Saint-Germain-en-Laye;78-551;Yvelines;Île-de-France;2.0919031;48.9551835;0087386052;GCR;b;;;;;48.9551835, 2.0919031
02025;Montreuil;Montreuil;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Montreuil;78000;Versailles;78-646;Yvelines;Île-de-France;2.1511693;48.8067323;0087382879;MFL;b;;;;;48.8067323, 2.1511693
02032;L'Étang-la-Ville;L'Étang-la-Ville;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;L'Étang-la-Ville;78620;Étang-la-Ville;78-224;Yvelines;Île-de-France;2.0766932;48.86822;0087382473;ELW;b;;;;;48.86822, 2.0766932
02034;Louveciennes;Louveciennes;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Louveciennes;78430;Louveciennes;78-350;Yvelines;Île-de-France;2.1230176;48.8610361;0087382457;LFC;b;;;;;48.8610361, 2.1230176
02036;La Celle-Saint-Cloud;La Celle-Saint-Cloud;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;La Celle-Saint-Cloud;78170;Celle-Saint-Cloud;78-126;Yvelines;Île-de-France;2.13797;48.84259;0087382432;LCB;b;;;;;48.84259, 2.13797
02037;Puteaux;Puteaux;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Puteaux;92800;Puteaux;92-062;Hauts-de-Seine;Île-de-France;2.23350;48.88351;0087382382;PTX;b;;;;;48.88351, 2.2335
02040;Saint-Cloud;Saint-Cloud;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Saint-Cloud;92210;Saint-Cloud;92-064;Hauts-de-Seine;Île-de-France;2.21687;48.84541;0087382358;SCD;b;;;;;48.84541, 2.21687
02042;Chaville Rive Droite;Chaville Rive Droite;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Chaville Rive Droite;92370;Chaville;92-022;Hauts-de-Seine;Île-de-France;2.18785;48.81213;0087382333;CWJ;b;;;;;48.81213, 2.18785
02045;La Défense;La Défense;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;La Défense;92800;Puteaux;92-062;Hauts-de-Seine;Île-de-France;2.23763;48.89308;0087382218;LDU;b;;;;;48.89308, 2.23763
02055;Thun le Paradis;Thun le Paradis;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Thun le Paradis;78250;Meulan-en-Yvelines;78-401;Yvelines;Île-de-France;1.91922;49.00687;0087381822;TPA;b;;;;;49.00687, 1.91922
02057;Triel-sur-Seine;Triel-sur-Seine;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Triel-sur-Seine;78510;Triel-sur-Seine;78-624;Yvelines;Île-de-France;2.00577;48.98099;0087381806;TSS;b;;;;;48.98099, 2.00577
02060;Maule;Maule;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Maule;78580;Maule;78-380;Yvelines;Île-de-France;1.85708;48.90917;0087381723;MAE;b;;;;;48.90917, 1.85708
02064;Bréval;Bréval;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Bréval;78980;Bréval;78-107;Yvelines;Île-de-France;1.54191;48.94336;0087381624;BVA;b;;;;;48.94336, 1.54191
02066;Mantes Station;Mantes Station;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Mantes Station;78200;Mantes-la-Jolie;78-361;Yvelines;Île-de-France;1.71581;48.98366;0087381590;MTQ;b;;;;;48.98366, 1.71581
02067;Limay;Limay;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Limay;78520;Limay;78-335;Yvelines;Île-de-France;1.74731;48.98410;0087381582;LSH;b;;;;;48.9841, 1.74731
02069;Gargenville;Gargenville;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Gargenville;78440;Gargenville;78-267;Yvelines;Île-de-France;1.80890;48.98318;0087381566;GGV;b;;;;;48.98318, 1.8089
02076;Saint-Ouen-l'Aumône Quartier de l'Église;Saint-Ouen-l'Aumône Quartier de l'Église;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Saint-Ouen-l'Aumône Quartier de l'Église;95310;Saint-Ouen-l'Aumône;95-572;Val-d'Oise;Île-de-France;2.10369;49.03997;0087381426;XOA;b;;;;;49.03997, 2.10369
02092;Clichy - Levallois;Clichy - Levallois;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Clichy - Levallois;92110;Levallois-Perret;92-044;Hauts-de-Seine;Île-de-France;2.29820;48.89678;0087381129;CLL;b;;;;;48.89678, 2.2982
02097;Avenue Henri Martin;Avenue Henri Martin;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Avenue Henri Martin;75016;Paris;75-056;Paris;Île-de-France;2.2722380;48.8644077;0087381046;AHM;b;;;;;48.8644077, 2.272238
02101;Saint-Germain-en-Laye Bel-Air - Fourqueux;Saint-Germain-en-Laye Bel-Air - Fourqueux;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Saint-Germain-en-Laye Bel-Air - Fourqueux;78100;Saint-Germain-en-Laye;78-551;Yvelines;Île-de-France;2.07050;48.89494;0087366922;EBL;b;;;;;48.89494, 2.0705
02198;Neuville Université;Neuville Université;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Neuville Université;95000;Neuville-sur-Oise;95-450;Val-d'Oise;Île-de-France;2.07886;49.01426;0087334482;NUE;b;;;;;49.01426, 2.07886
02199;Bibliothèque François Mitterrand;Bibliothèque François Mitterrand;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Bibliothèque François Mitterrand;75013;Paris;75-056;Paris;Île-de-France;2.37684;48.82984;0087328328;BFM;b;;;;;48.82984, 2.37684
02450;Nointel - Mours;Nointel - Mours;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Nointel - Mours;95590;Nointel;95-452;Val-d'Oise;Île-de-France;2.28066;49.13270;0087276758;NOJ;b;;;;;49.1327, 2.28066
02465;Ermont Halte;Ermont Halte;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Ermont Halte;95120;Ermont;95-219;Val-d'Oise;Île-de-France;2.26323;48.98980;0087276584;ERM;b;;;;;48.9898, 2.26323
02472;Champagne-sur-Oise;Champagne-sur-Oise;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Champagne-sur-Oise;95660;Champagne-sur-Oise;95-134;Val-d'Oise;Île-de-France;2.24156;49.13573;0087276519;CPI;b;;;;;49.13573, 2.24156
02482;Écouen - Ézanville;Écouen - Ézanville;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Écouen - Ézanville;95440;Ézanville;95-229;Val-d'Oise;Île-de-France;2.36325;49.02273;0087276394;ECZ;b;;;;;49.02273, 2.36325
02487;Deuil - Montmagny;Deuil - Montmagny;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Deuil - Montmagny;95170;Deuil-la-Barre;95-197;Val-d'Oise;Île-de-France;2.33785;48.97589;0087276345;DEU;b;;;;;48.97589, 2.33785
02494;Louvres;Louvres;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Louvres;95380;Louvres;95-351;Val-d'Oise;Île-de-France;2.5018967;49.0496573;0087276253;LOV;b;;;;;49.0496573, 2.5018967
02495;Goussainville;Goussainville;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Goussainville;95190;Goussainville;95-280;Val-d'Oise;Île-de-France;2.4632464;49.0240732;0087276246;GOU;b;;;;;49.0240732, 2.4632464
02497;Villiers-le-Bel - Gonesse - Arnouville;Villiers-le-Bel - Gonesse - Arnouville;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Villiers-le-Bel - Gonesse - Arnouville;95400;Arnouville;95-019;Val-d'Oise;Île-de-France;2.4162288;48.994175;0087276220;VIB;b;;;;;48.994175, 2.4162288
02501;Sannois;Sannois;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Sannois;95110;Sannois;95-582;Val-d'Oise;Île-de-France;2.26377;48.97016;0087276188;SNN;b;;;;;48.97016, 2.26377
02513;Ermont - Eaubonne;Ermont - Eaubonne;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;2;1;Ermont - Eaubonne;95120;Ermont;95-219;Val-d'Oise;Île-de-France;2.2712294;48.9803322;0087276055;ERT;b;;;;;48.9803322, 2.2712294
